81 | 34517 | jack_i_ | i.jack | 1 | 40 | 40 | paper title 
82 | 34653 | jones_d_r_t | d.r.t.jones | 2 | 40 | 40 | paper title 
83 | 38281 | panvel14p_j_ | j.panvel14p | 3 | 40 | 40 | paper title 
84 | 35616 | kugo_taichiro_ | taichiro kugo | 1 | 41 | 41 | paper title 
85 | 42691 | zwiebach_barton_ | barton zwiebach | 2 | 41 | 41 | paper title 
86 | 40106 | sen_ashoke_ | ashoke sen | 1 | 42 | 42 | paper title 
87 | 31186 | carlini_alberto_ | alberto carlini | 1 | 43 | 43 | paper title 
88 | 36687 | martellini_maurizio_ | maurizio martellini | 2 | 43 | 43 | paper title 
89 | 31186 | carlini_alberto_ | alberto carlini | 1 | 44 | 44 | paper title 
90 | 36687 | martellini_maurizio_ | maurizio martellini | 2 | 44 | 44 | paper title 
91 | 38165 | osorio_m_a_r | m.a.r.osorio | 1 | 45 | 45 | paper title 
92 | 41686 | vazquez-mozo_m_a | m.a.vazquez-mozo | 2 | 45 | 45 | paper title 
93 | 35107 | khuri_ramzi_r | ramzi r.khuri | 1 | 46 | 46 | paper title 
94 | 35721 | la_hoseong_ | hoseong la | 2 | 46 | 46 | paper title 
95 | 35107 | khuri_ramzi_r | ramzi r.khuri | 1 | 47 | 47 | paper title 
96 | 35721 | la_hoseong_ | hoseong la | 2 | 47 | 47 | paper title 
97 | 35716 | lust_dieter_ | dieter lust | 1 | 48 | 48 | paper title 
98 | 37432 | munoz_carlos_ | carlos munoz | 2 | 48 | 48 | paper title 
99 | 30200 | balachandran_a_p | a.p.balachandran | 1 | 49 | 49 | paper title 
100 | 30611 | bimonte_g_ | g.bimonte | 2 | 49 | 49 | paper title 
101 | 33652 | gupta_k_s | k.s.gupta | 3 | 49 | 49 | paper title 
102 | 40753 | stern_a_ | a.stern | 4 | 49 | 49 | paper title 
103 | 40497 | smith_eric_ | eric smith | 1 | 50 | 50 | paper title 
104 | 36283 | lu_h_ | h.lu | 1 | 51 | 51 | paper title 
105 | 38791 | pope_c_n | c.n.pope | 2 | 51 | 51 | paper title 
106 | 39971 | schrans_s_ | s.schrans | 3 | 51 | 51 | paper title 
107 | 42226 | xu_k_w | k.w.xu | 4 | 51 | 51 | paper title 
108 | 30759 | bordemann_m_ | m.bordemann | 1 | 52 | 52 | paper title 
109 | 32759 | forger_m_ | m.forger | 2 | 52 | 52 | paper title 
110 | 35724 | laartz_j_ | j.laartz | 3 | 52 | 52 | paper title 
111 | 39865 | schaeper_u_ | u.schaeper | 4 | 52 | 52 | paper title 
112 | 36475 | maharana_j_ | j.maharana | 1 | 53 | 53 | paper title 
113 | 37405 | mukherji_s_ | s.mukherji | 2 | 53 | 53 | paper title 
114 | 29845 | alwis_s_p_de | s.p.de alwis | 1 | 54 | 54 | paper title 
115 | 33497 | green_michael_b | michael b.green | 1 | 55 | 55 | paper title 
116 | 34481 | itzykson_c_ | c.itzykson | 1 | 56 | 56 | paper title 
117 | 42673 | zuber_j.-b. | j.-b.zuber | 2 | 56 | 56 | paper title 
118 | 42153 | witten_edward_ | edward witten | 1 | 57 | 57 | paper title 
119 | 42691 | zwiebach_barton_ | barton zwiebach | 2 | 57 | 57 | paper title 
120 | 34269 | hull_c_m | c.m.hull | 1 | 58 | 58 | paper title 
121 | 32323 | efraty_r_ | r.efraty | 1 | 59 | 59 | paper title 
122 | 37514 | nair_v_p | v.p.nair | 2 | 59 | 59 | paper title 
123 | 31588 | coleman_sidney_ | sidney coleman | 1 | 60 | 60 | paper title 
124 | 38853 | preskill_john_ | john preskill | 2 | 60 | 60 | paper title 
125 | 42093 | wilczek_frank_ | frank wilczek | 3 | 60 | 60 | paper title 
126 | 36133 | lina_j_m | j.m.lina | 1 | 61 | 61 | paper title 
127 | 38273 | panigrahi_p_k | p.k.panigrahi | 2 | 61 | 61 | paper title 
128 | 30246 | banks_t_ | t.banks | 1 | 62 | 62 | paper title 
129 | 31806 | dabolkhar_a_ | a.dabolkhar | 2 | 62 | 62 | paper title 
130 | 32173 | douglas_m_r | m.r.douglas | 3 | 62 | 62 | paper title 
131 | 36252 | loughlin_m_o_ | m.o_ loughlin | 4 | 62 | 62 | paper title 
132 | 30611 | bimonte_g_ | g.bimonte | 1 | 63 | 63 | paper title 
133 | 39672 | salomonson_p_ | p.salomonson | 2 | 63 | 63 | paper title 
134 | 40396 | simoni_a_ | a.simoni | 3 | 63 | 63 | paper title 
135 | 40753 | stern_a_ | a.stern | 4 | 63 | 63 | paper title 
136 | 34815 | kamionkowski_marc_ | marc kamionkowski | 1 | 64 | 64 | paper title 
137 | 36618 | march-russell_john_ | john march-russell | 2 | 64 | 64 | paper title 
138 | 30258 | barb_on_j_l_f | j.l.f.barb_on | 1 | 65 | 65 | paper title 
139 | 36810 | matsumura_yoichiro_ | yoichiro matsumura | 1 | 66 | 66 | paper title 
140 | 39620 | sakai_norisuke_ | norisuke sakai | 2 | 66 | 66 | paper title 
141 | 41059 | tanii_yoshiaki_ | yoshiaki tanii | 3 | 66 | 66 | paper title 
142 | 36810 | matsumura_yoichiro_ | yoichiro matsumura | 1 | 67 | 67 | paper title 
143 | 39620 | sakai_norisuke_ | norisuke sakai | 2 | 67 | 67 | paper title 
144 | 41059 | tanii_yoshiaki_ | yoshiaki tanii | 3 | 67 | 67 | paper title 
145 | 31959 | delius_g_w | g.w.delius | 1 | 68 | 68 | paper title 
146 | 33562 | grisaru_m_t | m.t.grisaru | 2 | 68 | 68 | paper title 
147 | 42494 | zanon_d_ | d.zanon | 3 | 68 | 68 | paper title 
148 | 36687 | martellini_m_ | m.martellini | 1 | 69 | 69 | paper title 
149 | 40677 | spreafico_m_ | m.spreafico | 2 | 69 | 69 | paper title 
150 | 42396 | yoshida_k_ | k.yoshida | 3 | 69 | 69 | paper title 
151 | 36687 | martellini_m_ | m.martellini | 1 | 70 | 70 | paper title 
152 | 40677 | spreafico_m_ | m.spreafico | 2 | 70 | 70 | paper title 
153 | 42396 | yoshida_k_ | k.yoshida | 3 | 70 | 70 | paper title 
154 | 37844 | nissimov_e_ | e.nissimov | 1 | 71 | 71 | paper title 
155 | 38218 | pacheva_s_ | s.pacheva | 2 | 71 | 71 | paper title 
156 | 41679 | vaysburd_i_ | i.vaysburd | 3 | 71 | 71 | paper title 
157 | 31318 | chair_n_ | n.chair | 1 | 72 | 72 | paper title 
158 | 32095 | dobrev_v_k | v.k.dobrev | 2 | 72 | 72 | paper title 
159 | 34837 | kanno_h_ | h.kanno | 3 | 72 | 72 | paper title 
160 | 34764 | kachru_shamit_ | shamit kachru | 1 | 73 | 73 | paper title 
161 | 36367 | lyons_alex_ | alex lyons | 1 | 74 | 74 | paper title 
162 | 39509 | russo_j_ | j.russo | 1 | 75 | 75 | paper title 
163 | 40900 | susskind_l_ | l.susskind | 2 | 75 | 75 | paper title 
164 | 41208 | thorlacius_l_ | l.thorlacius | 3 | 75 | 75 | paper title 
165 | 29846 | amano_k_ | k.amano | 1 | 76 | 76 | paper title 
166 | 34024 | higuchi_s_ | s.higuchi | 2 | 76 | 76 | paper title 
167 | 32179 | doyle_mark_ | mark doyle | 1 | 77 | 77 | paper title 
168 | 32164 | dotsenko_vl_s | vl.s.dotsenko | 1 | 78 | 78 | paper title 
169 | 29987 | argyres_philip_c | philip c.argyres | 1 | 79 | 79 | paper title 
170 | 32045 | dienes_keith_r | keith r.dienes | 2 | 79 | 79 | paper title 
171 | 41481 | tye_s.-h.henry | s.-h.henry tye | 3 | 79 | 79 | paper title 
172 | 30355 | bauer_m_ | m.bauer | 1 | 80 | 80 | paper title 
173 | 40522 | sochen_n_ | n.sochen | 2 | 80 | 80 | paper title 
174 | 32951 | furlan_p_ | p.furlan | 1 | 81 | 81 | paper title 
175 | 33050 | ganchev_a_ch | a.ch.ganchev | 2 | 81 | 81 | paper title 
176 | 38423 | paunov_r_ | r.paunov | 3 | 81 | 81 | paper title 
177 | 38581 | petkova_v_b | v.b.petkova | 4 | 81 | 81 | paper title 
178 | 39108 | read_n_ | n.read | 1 | 82 | 82 | paper title 
179 | 37251 | moore_g_ | g.moore | 2 | 82 | 82 | paper title 
180 | 31529 | chung_stephen-wei_ | stephen-wei chung | 1 | 83 | 83 | paper title 
181 | 41481 | tye_s.-h.henry | s.-h.henry tye | 2 | 83 | 83 | paper title 
182 | 34815 | kamionkowski_marc_ | marc kamionkowski | 1 | 84 | 84 | paper title 
183 | 36618 | march-russell_john_ | john march-russell | 2 | 84 | 84 | paper title 
184 | 33248 | giddings_s_b | s.b.giddings | 1 | 85 | 85 | paper title 
185 | 40819 | strominger_a_ | a.strominger | 2 | 85 | 85 | paper title 
186 | 33182 | gershon_david_ | david gershon | 1 | 86 | 86 | paper title 
187 | 31390 | chekhov_l_ | l.chekhov | 1 | 87 | 87 | paper title 
188 | 36506 | makeenko_yu_ | yu.makeenko | 2 | 87 | 87 | paper title 
189 | 29987 | argyres_philip_c | philip c.argyres | 1 | 88 | 88 | paper title 
190 | 33563 | grochocinski_james_m | james m.grochocinski | 2 | 88 | 88 | paper title 
191 | 41481 | tye_s.-h.henry | s.-h.henry tye | 3 | 88 | 88 | paper title 
192 | 34147 | horava_petr_ | petr horava | 1 | 89 | 89 | paper title 
193 | 34372 | imamura_y_ | y.imamura | 1 | 90 | 90 | paper title 
194 | 39627 | sakamoto_m_ | m.sakamoto | 2 | 90 | 90 | paper title 
195 | 39769 | sasada_t_ | t.sasada | 3 | 90 | 90 | paper title 
196 | 40969 | tabuse_m_ | m.tabuse | 4 | 90 | 90 | paper title 
197 | 37496 | nagao_g_ | g.nagao | 1 | 91 | 91 | paper title 
198 | 32587 | fendley_p_ | p.fendley | 1 | 92 | 92 | paper title 
199 | 34399 | intriligator_k_ | k.intriligator | 2 | 92 | 92 | paper title 
200 | 34454 | iso_satoshi_ | satoshi iso | 1 | 93 | 93 | paper title 
201 | 34877 | karabali_dimitra_ | dimitra karabali | 2 | 93 | 93 | paper title 
202 | 39636 | sakita_b_ | b.sakita | 3 | 93 | 93 | paper title 
203 | 40673 | spiridonov_v_ | v.spiridonov | 1 | 94 | 94 | paper title 
204 | 34120 | holzhey_c_f_e | c.f.e.holzhey | 1 | 95 | 95 | paper title 
205 | 42093 | wilczek_f_ | f.wilczek | 2 | 95 | 95 | paper title 
206 | 42691 | zwiebach_barton_ | barton zwiebach | 1 | 96 | 96 | paper title 
207 | 36141 | linden_noah_ | noah linden | 1 | 97 | 97 | paper title 
208 | 38542 | perry_malcolm_ | malcolm perry | 2 | 97 | 97 | paper title 
209 | 34940 | katz_sheldon_ | sheldon katz | 1 | 98 | 98 | paper title 
210 | 30968 | bruegmann_bernd_ | bernd bruegmann | 1 | 99 | 99 | paper title 
211 | 33045 | gambini_rodolfo_ | rodolfo gambini | 2 | 99 | 99 | paper title 
212 | 38909 | pullin_jorge_ | jorge pullin | 3 | 99 | 99 | paper title 
213 | 30446 | ben-menahem_shahar_ | shahar ben-menahem | 1 | 100 | 100 | paper title 
214 | 39092 | ravanini_f_ | f.ravanini | 1 | 101 | 101 | paper title 
215 | 41739 | verlinde_erik_ | erik verlinde | 1 | 102 | 102 | paper title 
216 | 40501 | smolin_lee_ | lee smolin | 1 | 103 | 103 | paper title 
217 | 38864 | price_richard_h | richard h.price | 1 | 104 | 104 | paper title 
218 | 38909 | pullin_jorge_ | jorge pullin | 2 | 104 | 104 | paper title 
219 | 41223 | ting_christopher_ | christopher ting | 1 | 105 | 105 | paper title 
220 | 35741 | lai_c_h | c.h.lai | 2 | 105 | 105 | paper title 
221 | 34118 | holten_j.w.van | j.w.van holten | 1 | 106 | 106 | paper title 
222 | 32627 | ferretti_g_ | g.ferretti | 1 | 107 | 107 | paper title 
223 | 39014 | rajeev_s_g | s.g.rajeev | 2 | 107 | 107 | paper title 
224 | 37496 | nagao_g_ | g.nagao | 1 | 108 | 108 | paper title 
225 | 29699 | ahn_changrim_ | changrim ahn | 1 | 109 | 109 | paper title 
226 | 30208 | balatsky_alexander_ | alexander balatsky | 1 | 110 | 110 | paper title 
227 | 31757 | cugliandolo_l_f | l.f.cugliandolo | 1 | 111 | 111 | paper title 
228 | 39420 | rossini_g_l | g.l.rossini | 2 | 111 | 111 | paper title 
229 | 39876 | schaposnik_f_a | f.a.schaposnik | 3 | 111 | 111 | paper title 
230 | 37062 | mignemi_s_ | s.mignemi | 1 | 112 | 112 | paper title 
231 | 42114 | wiltshire_d_l | d.l.wiltshire | 2 | 112 | 112 | paper title 
232 | 30097 | awata_hidetoshi_ | hidetoshi awata | 1 | 113 | 113 | paper title 
233 | 38293 | papadopoulos_g_ | g.papadopoulos | 1 | 114 | 114 | paper title 
234 | 40664 | spence_b_ | b.spence | 2 | 114 | 114 | paper title 
235 | 35250 | klassen_timothy_r | timothy r.klassen | 1 | 115 | 115 | paper title 
236 | 36975 | melzer_ezer_ | ezer melzer | 2 | 115 | 115 | paper title 
237 | 30597 | bilal_adel_ | adel bilal | 1 | 116 | 116 | paper title 
238 | 34215 | howe_p_s | p.s.howe | 1 | 117 | 117 | paper title 
239 | 38293 | papadopoulos_g_ | g.papadopoulos | 2 | 117 | 117 | paper title 
240 | 30911 | brill_dieter_r | dieter r.brill | 1 | 118 | 118 | paper title 
241 | 31757 | cugliandolo_l_f | l.f.cugliandolo | 1 | 119 | 119 | paper title 
242 | 39876 | schaposnik_f_a | f.a.schaposnik | 2 | 119 | 119 | paper title 
243 | 41866 | vucetich_h_ | h.vucetich | 3 | 119 | 119 | paper title 
244 | 35555 | kreuzer_maximilian_ | maximilian kreuzer | 1 | 120 | 120 | paper title 
245 | 40445 | skarke_harald_ | harald skarke | 2 | 120 | 120 | paper title 
246 | 32645 | figueroa-o_farrill_jose_m | jose m.figueroa-o_farrill | 1 | 121 | 121 | paper title 
247 | 39040 | ramos_eduardo_ | eduardo ramos | 2 | 121 | 121 | paper title 
248 | 35822 | lassig_michael_ | michael lassig | 1 | 122 | 122 | paper title 
249 | 36734 | martins_marcio_j | marcio j.martins | 1 | 123 | 123 | paper title 
250 | 33286 | girotti_h_o | h.o.girotti | 1 | 124 | 124 | paper title 
251 | 33353 | gomes_m_ | m.gomes | 2 | 124 | 124 | paper title 
252 | 39263 | rivelles_v_o | v.o.rivelles | 3 | 124 | 124 | paper title 
253 | 35740 | lahiri_amitabha_ | amitabha lahiri | 1 | 125 | 125 | paper title 
254 | 34315 | ibanez_luis_e | luis e.ibanez | 1 | 126 | 126 | paper title 
255 | 35716 | luest_dieter_ | dieter luest | 2 | 126 | 126 | paper title 
256 | 29826 | altschuler_daniel_ | daniel altschuler | 1 | 127 | 127 | paper title 
257 | 31696 | coste_antoine_ | antoine coste | 2 | 127 | 127 | paper title 
258 | 37303 | moroz_alexander_ | alexander moroz | 1 | 128 | 128 | paper title 
259 | 29980 | aref_eva_i_ya | i.ya.aref_eva | 1 | 129 | 129 | paper title 
260 | 42671 | zubarev_a_p | a.p.zubarev | 2 | 129 | 129 | paper title 
261 | 31583 | cohn_j_d | j.d.cohn | 1 | 130 | 130 | paper title 
262 | 32282 | dykstra_h_ | h.dykstra | 2 | 130 | 130 | paper title 
263 | 30501 | berglund_p_ | p.berglund | 1 | 131 | 131 | paper title 
264 | 33504 | greene_b_r | b.r.greene | 2 | 131 | 131 | paper title 
265 | 34252 | h_ubsch_t_ | t.h_ubsch | 3 | 131 | 131 | paper title 
266 | 30200 | balachandran_a_p | a.p.balachandran | 1 | 132 | 132 | paper title 
267 | 36894 | mcglinn_w_d | w.d.mcglinn | 2 | 132 | 132 | paper title 
268 | 37946 | o_raifeartaigh_l_ | l.o_raifeartaigh | 3 | 132 | 132 | paper title 
269 | 40110 | sen_s_ | s.sen | 4 | 132 | 132 | paper title 
270 | 40621 | sorkin_r_d | r.d.sorkin | 5 | 132 | 132 | paper title 
271 | 40684 | srivastava_a_m | a.m.srivastava | 6 | 132 | 132 | paper title 
272 | 30043 | ashtekar_abhay_ | abhay ashtekar | 1 | 133 | 133 | paper title 
273 | 34427 | isham_c_j | c.j.isham | 2 | 133 | 133 | paper title 
274 | 30043 | ashtekar_abhay_ | abhay ashtekar | 1 | 134 | 134 | paper title 
275 | 39440 | rovelli_carlo_ | carlo rovelli | 2 | 134 | 134 | paper title 
276 | 40501 | smolin_lee_ | lee smolin | 3 | 134 | 134 | paper title 
277 | 37073 | mikovic_a_ | a.mikovic | 1 | 135 | 135 | paper title 
278 | 32505 | fairlie_d_b | d.b.fairlie | 1 | 136 | 136 | paper title 
279 | 33421 | govaerts_j_ | j.govaerts | 2 | 136 | 136 | paper title 
280 | 38772 | polychronakos_alexios_p | alexios p.polychronakos | 1 | 137 | 137 | paper title 
281 | 34464 | ito_katsushi_ | katsushi ito | 1 | 138 | 138 | paper title 
282 | 36441 | madsen_jens_ole | jens ole madsen | 2 | 138 | 138 | paper title 
283 | 33001 | gaillard_mary_k | mary k.gaillard | 1 | 139 | 139 | paper title 
284 | 41105 | taylor_t_r | t.r.taylor | 2 | 139 | 139 | paper title 
285 | 36283 | lu_h_ | h.lu | 1 | 140 | 140 | paper title 
286 | 38791 | pope_c_n | c.n.pope | 2 | 140 | 140 | paper title 
287 | 39971 | schrans_s_ | s.schrans | 3 | 140 | 140 | paper title 
288 | 41936 | wang_x_j | x.j.wang | 4 | 140 | 140 | paper title 
289 | 30817 | bowcock_p_ | p.bowcock | 1 | 141 | 141 | paper title 
290 | 42162 | wolf_michael_ | michael wolf | 1 | 142 | 142 | paper title 
291 | 42691 | zwiebach_barton_ | barton zwiebach | 2 | 142 | 142 | paper title 
292 | 30043 | ashtekar_abhay_ | abhay ashtekar | 1 | 143 | 143 | paper title 
293 | 39440 | rovelli_carlo_ | carlo rovelli | 2 | 143 | 143 | paper title 
294 | 39876 | schaposnik_f_a | f.a.schaposnik | 1 | 144 | 144 | paper title 
295 | 30083 | avan_jean_ | jean avan | 1 | 145 | 145 | paper title 
296 | 34598 | jevicki_antal_ | antal jevicki | 2 | 145 | 145 | paper title 
297 | 39303 | rodgers_v_g_j | v.g.j.rodgers | 1 | 146 | 146 | paper title 
298 | 42710 | cvetic_mirjam_ | mirjam cvetic | 1 | 147 | 147 | paper title 
299 | 36579 | mann_r_b | r.b.mann | 1 | 148 | 148 | paper title 
300 | 37308 | morris_m_s | m.s.morris | 2 | 148 | 148 | paper title 
301 | 39412 | ross_s_f | s.f.ross | 3 | 148 | 148 | paper title 
302 | 31959 | delius_g_w | g.w.delius | 1 | 149 | 149 | paper title 
303 | 33562 | grisaru_m_t | m.t.grisaru | 2 | 149 | 149 | paper title 
304 | 42494 | zanon_d_ | d.zanon | 3 | 149 | 149 | paper title 
305 | 34950 | kausch_h_g | h.g.kausch | 1 | 150 | 150 | paper title 
306 | 41968 | watts_g_m_t | g.m.t.watts | 2 | 150 | 150 | paper title 
307 | 34382 | immirzi_giorgio_ | giorgio immirzi | 1 | 151 | 151 | paper title 
308 | 40225 | shen_x_ | x.shen | 1 | 152 | 152 | paper title 
309 | 32857 | freund_peter_g_o | peter g.o.freund | 1 | 153 | 153 | paper title 
310 | 42441 | zabrodin_anton_v | anton v.zabrodin | 2 | 153 | 153 | paper title 
311 | 30804 | boulatov_d_ | d.boulatov | 1 | 154 | 154 | paper title 
312 | 29791 | alford_mark_ | mark alford | 1 | 155 | 155 | paper title 
313 | 40819 | strominger_andrew_ | andrew strominger | 2 | 155 | 155 | paper title 
314 | 40501 | smolin_lee_ | lee smolin | 1 | 156 | 156 | paper title 
315 | 30201 | balakrishna_b_s | b.s.balakrishna | 1 | 157 | 157 | paper title 
316 | 41901 | wali_kameshwar_c | kameshwar c.wali | 2 | 157 | 157 | paper title 
317 | 42316 | yang_zhu_ | zhu yang | 1 | 158 | 158 | paper title 
318 | 30043 | ashtekar_abhay_ | abhay ashtekar | 1 | 159 | 159 | paper title 
319 | 39440 | rovelli_carlo_ | carlo rovelli | 2 | 159 | 159 | paper title 
320 | 40501 | smolin_lee_ | lee smolin | 3 | 159 | 159 | paper title 
321 | 34470 | itoh_yukihisa_ | yukihisa itoh | 1 | 160 | 160 | paper title 
322 | 41059 | tanii_yoshiaki_ | yoshiaki tanii | 2 | 160 | 160 | paper title 
323 | 41000 | takama_michiaki_ | michiaki takama | 1 | 161 | 161 | paper title 
324 | 34049 | hinrichsen_haye_ | haye hinrichsen | 1 | 162 | 162 | paper title 
325 | 39250 | rittenberg_vladimir_ | vladimir rittenberg | 2 | 162 | 162 | paper title 
326 | 39627 | sakamoto_makoto_ | makoto sakamoto | 1 | 163 | 163 | paper title 
327 | 40969 | tabuse_masayoshi_ | masayoshi tabuse | 2 | 163 | 163 | paper title 
328 | 34158 | horiguchi_tsutomu_ | tsutomu horiguchi | 1 | 164 | 164 | paper title 
329 | 39627 | sakamoto_makoto_ | makoto sakamoto | 2 | 164 | 164 | paper title 
330 | 40969 | tabuse_masayoshi_ | masayoshi tabuse | 3 | 164 | 164 | paper title 
331 | 34688 | callan_c_ | c.callan | 1 | 165 | 165 | paper title 
